Ticket_ID,Match,Date,Time,Stadium,Block,Row,Seat,Gate,Parking_Zone,Ticket_Price,Category
T020436,Al Ahli vs Al Hilal,2025-07-23,18:08,King Fahd Stadium,B31,W,93,8,Pink,758,Family
T020437,Al Taawon vs Al Ettifaq,2023-08-15,22:59,Al Nassr Club Stadium,B87,J,61,4,Zone D,787,Family
T020438,Al Nassr vs Al Ittihad,2025-02-13,17:56,Al Hilal Stadium,B15,Y,62,2,Blue,406,Student
T020439,Al Nassr vs Al Ittihad,2024-01-29,19:52,Al Hilal Stadium,B23,Z,30,5,Pink,491,Family
T020440,Al Shabab vs Al Fateh,2025-01-04,17:00,King Fahd Stadium,B58,I,68,8,Blue,505,Family
T020441,Al Raed vs Abha,2025-08-11,18:49,King Fahd Stadium,B64,Y,4,6,Zone A,304,Family
T020442,Al Shabab vs Al Fateh,2023-04-06,20:37,Jeddah Stadium,B1,P,75,3,Zone D,305,VIP
T020443,Al Ahli vs Al Hilal,2023-06-19,16:36,Jeddah Stadium,B16,Z,91,7,Pink,998,VIP
T020444,Al Taawon vs Al Ettifaq,2023-02-18,15:47,King Fahd Stadium,B10,K,25,6,Zone A,614,Family
T020445,Al Nassr vs Al Ittihad,2025-01-18,17:09,King Fahd Stadium,B61,Z,28,10,Zone C,300,Student
T020446,Al Taawon vs Al Ettifaq,2024-07-28,15:09,Prince Abdullah Al Faisal Stadium,B39,X,47,4,Green,92,Regular
T020447,Al Raed vs Abha,2023-10-19,19:32,Prince Abdullah Al Faisal Stadium,B52,D,52,9,Green,542,Student
T020448,Al Shabab vs Al Fateh,2023-04-19,15:57,Jeddah Stadium,B29,Z,6,2,Zone A,733,VIP
T020449,Al Shabab vs Al Fateh,2024-02-12,20:49,Prince Abdullah Al Faisal Stadium,B38,X,71,8,Zone D,165,Regular
T020450,Al Nassr vs Al Ittihad,2023-01-24,16:59,Al Hilal Stadium,B4,E,83,6,Pink,992,Student
T020451,Al Raed vs Abha,2023-02-17,16:32,King Fahd Stadium,B50,D,97,2,Zone D,749,Student
T020452,Al Raed vs Abha,2023-07-29,20:44,Al Nassr Club Stadium,B12,E,95,6,Zone B,554,Family
T020453,Al Nassr vs Al Ittihad,2024-08-23,16:41,Jeddah Stadium,B13,D,44,8,Blue,773,Regular
T020454,Al Raed vs Abha,2025-04-14,17:13,Al Nassr Club Stadium,B77,P,17,10,Zone D,254,Family
T020455,Al Ahli vs Al Hilal,2024-04-24,15:04,Al Hilal Stadium,B14,Y,29,1,Zone B,320,Student
T020456,Al Nassr vs Al Ittihad,2024-12-31,20:57,Jeddah Stadium,B61,M,85,6,Zone E,769,Student
T020457,Al Nassr vs Al Ittihad,2024-01-01,18:05,Al Hilal Stadium,B30,Q,27,6,Pink,929,Regular
T020458,Al Taawon vs Al Ettifaq,2025-09-08,19:08,Al Nassr Club Stadium,B92,Q,42,10,Pink,877,VIP
T020459,Al Shabab vs Al Fateh,2024-09-24,21:31,Al Hilal Stadium,B49,I,25,2,Green,692,Family
T020460,Al Wehda vs Damac,2025-04-28,18:37,Prince Abdullah Al Faisal Stadium,B89,P,4,7,Pink,975,Family
T020461,Al Nassr vs Al Ittihad,2024-07-31,20:17,King Fahd Stadium,B91,S,67,6,Zone E,704,Regular
T020462,Al Taawon vs Al Ettifaq,2023-01-04,16:57,Al Hilal Stadium,B29,A,91,3,Zone B,267,Student
T020463,Al Shabab vs Al Fateh,2024-10-09,15:51,King Fahd Stadium,B77,E,75,4,Zone E,599,Student
T020464,Al Wehda vs Damac,2023-08-01,21:54,Jeddah Stadium,B25,E,38,6,Zone D,247,Student
T020465,Al Shabab vs Al Fateh,2024-09-19,17:33,Jeddah Stadium,B2,F,57,6,Zone A,475,Family
T020466,Al Nassr vs Al Ittihad,2024-11-02,16:06,Prince Abdullah Al Faisal Stadium,B96,G,72,9,Green,635,Family
T020467,Al Raed vs Abha,2023-01-17,17:03,King Fahd Stadium,B51,G,82,8,Green,624,VIP
T020468,Al Nassr vs Al Ittihad,2023-02-18,19:46,King Fahd Stadium,B54,O,43,3,Blue,982,Regular
T020469,Al Raed vs Abha,2025-03-12,17:13,Al Nassr Club Stadium,B30,D,41,5,Green,618,Regular
T020470,Al Raed vs Abha,2023-12-15,18:39,King Fahd Stadium,B67,B,9,6,Pink,396,VIP
T020471,Al Shabab vs Al Fateh,2024-06-19,18:39,Prince Abdullah Al Faisal Stadium,B5,V,8,3,Zone C,169,VIP
T020472,Al Nassr vs Al Ittihad,2024-02-02,21:27,King Fahd Stadium,B22,E,24,2,Zone A,327,Family
T020473,Al Raed vs Abha,2023-04-23,20:55,Prince Abdullah Al Faisal Stadium,B24,Q,17,4,Green,325,Student
T020474,Al Ahli vs Al Hilal,2025-02-25,15:58,Jeddah Stadium,B15,N,23,9,Zone D,601,Student
T020475,Al Ahli vs Al Hilal,2023-11-13,16:28,King Fahd Stadium,B37,L,4,3,Zone E,217,Family
T020476,Al Ahli vs Al Hilal,2023-06-18,17:54,King Fahd Stadium,B55,Y,11,7,Zone E,536,Family
T020477,Al Shabab vs Al Fateh,2024-05-30,19:18,Jeddah Stadium,B17,O,63,9,Zone D,547,Student
T020478,Al Raed vs Abha,2024-08-08,19:14,King Fahd Stadium,B34,J,51,1,Zone C,128,Family
T020479,Al Raed vs Abha,2023-02-02,19:54,Prince Abdullah Al Faisal Stadium,B42,Y,17,6,Green,588,Family
T020480,Al Taawon vs Al Ettifaq,2025-09-02,16:07,Al Nassr Club Stadium,B74,N,10,1,Zone D,897,Regular
T020481,Al Nassr vs Al Ittihad,2025-01-21,22:48,Al Hilal Stadium,B62,N,26,10,Zone E,836,Family
T020482,Al Wehda vs Damac,2024-07-05,21:47,Al Hilal Stadium,B99,U,66,1,Green,452,VIP
T020483,Al Shabab vs Al Fateh,2024-10-12,17:44,Al Hilal Stadium,B27,K,81,5,Zone A,58,Student
T020484,Al Taawon vs Al Ettifaq,2024-01-19,18:45,Jeddah Stadium,B87,L,84,4,Zone A,200,Regular
T020485,Al Raed vs Abha,2024-04-22,16:57,Prince Abdullah Al Faisal Stadium,B94,A,25,5,Zone C,941,Family
T020486,Al Taawon vs Al Ettifaq,2025-07-22,16:44,Prince Abdullah Al Faisal Stadium,B74,N,64,8,Zone C,699,VIP
T020487,Al Shabab vs Al Fateh,2023-11-23,19:27,Al Nassr Club Stadium,B25,Z,59,4,Zone B,958,VIP
T020488,Al Nassr vs Al Ittihad,2023-12-27,22:36,King Fahd Stadium,B63,J,94,3,Pink,431,VIP
T020489,Al Raed vs Abha,2024-05-24,17:28,Prince Abdullah Al Faisal Stadium,B99,A,37,6,Zone B,468,VIP
T020490,Al Ahli vs Al Hilal,2025-12-14,18:46,Prince Abdullah Al Faisal Stadium,B41,S,36,9,Zone D,901,Family
T020491,Al Taawon vs Al Ettifaq,2025-06-17,21:52,Jeddah Stadium,B79,K,90,3,Zone C,59,Family
T020492,Al Taawon vs Al Ettifaq,2025-10-30,16:23,King Fahd Stadium,B80,E,40,7,Green,148,Student
T020493,Al Nassr vs Al Ittihad,2024-10-13,21:16,King Fahd Stadium,B3,I,7,5,Green,722,Student
T020494,Al Ahli vs Al Hilal,2024-08-30,17:54,Al Hilal Stadium,B7,O,3,4,Zone B,678,VIP
T020495,Al Raed vs Abha,2024-01-30,15:46,Al Hilal Stadium,B46,A,42,8,Blue,529,Regular
T020496,Al Nassr vs Al Ittihad,2023-01-10,20:33,King Fahd Stadium,B93,N,100,3,Zone E,171,Family
T020497,Al Wehda vs Damac,2025-10-18,15:01,Al Nassr Club Stadium,B83,M,34,5,Pink,392,Family
T020498,Al Wehda vs Damac,2025-07-23,22:19,Al Nassr Club Stadium,B45,X,89,9,Zone C,369,VIP
T020499,Al Shabab vs Al Fateh,2025-10-08,19:58,Al Hilal Stadium,B93,A,40,1,Zone B,301,Regular
T020500,Al Wehda vs Damac,2023-08-26,18:07,Jeddah Stadium,B2,H,29,2,Blue,573,Family
T020501,Al Shabab vs Al Fateh,2023-01-15,20:47,Al Nassr Club Stadium,B3,I,70,3,Green,63,VIP
T020502,Al Raed vs Abha,2023-06-17,15:32,Prince Abdullah Al Faisal Stadium,B25,T,19,1,Blue,349,VIP
T020503,Al Taawon vs Al Ettifaq,2025-08-22,16:42,Jeddah Stadium,B85,S,70,4,Pink,650,Family
T020504,Al Ahli vs Al Hilal,2025-08-31,15:49,King Fahd Stadium,B63,A,57,3,Zone C,191,VIP
T020505,Al Nassr vs Al Ittihad,2025-12-18,15:58,Al Hilal Stadium,B94,C,54,6,Zone B,148,Family
T020506,Al Wehda vs Damac,2023-01-03,19:36,Jeddah Stadium,B97,D,79,3,Zone D,104,Student
T020507,Al Shabab vs Al Fateh,2025-02-25,16:42,Jeddah Stadium,B56,V,7,4,Blue,232,VIP
T020508,Al Ahli vs Al Hilal,2023-07-18,22:16,Al Nassr Club Stadium,B89,Z,9,5,Pink,382,Student
T020509,Al Ahli vs Al Hilal,2023-02-26,20:16,Al Hilal Stadium,B36,M,31,7,Zone E,867,Regular
T020510,Al Raed vs Abha,2023-04-29,20:20,Prince Abdullah Al Faisal Stadium,B75,L,72,5,Zone D,260,VIP
T020511,Al Wehda vs Damac,2024-07-11,16:59,Jeddah Stadium,B63,Q,33,8,Zone B,401,Family
T020512,Al Nassr vs Al Ittihad,2025-06-14,20:25,Prince Abdullah Al Faisal Stadium,B2,O,65,10,Zone C,693,Regular
T020513,Al Ahli vs Al Hilal,2024-09-22,16:14,Al Nassr Club Stadium,B60,H,93,6,Green,785,Student
T020514,Al Taawon vs Al Ettifaq,2025-12-11,17:59,Al Nassr Club Stadium,B37,N,92,7,Zone C,339,Student
T020515,Al Nassr vs Al Ittihad,2025-08-29,20:20,Al Nassr Club Stadium,B77,K,4,3,Zone A,468,Regular
T020516,Al Raed vs Abha,2025-03-21,16:52,Prince Abdullah Al Faisal Stadium,B12,P,94,8,Zone E,823,Regular
T020517,Al Wehda vs Damac,2023-08-31,18:31,Prince Abdullah Al Faisal Stadium,B16,A,70,10,Zone D,271,Student
T020518,Al Taawon vs Al Ettifaq,2024-10-27,15:56,Al Hilal Stadium,B47,M,32,10,Zone B,602,Family
T020519,Al Shabab vs Al Fateh,2023-03-20,16:53,Al Nassr Club Stadium,B57,E,76,10,Pink,306,Regular
T020520,Al Ahli vs Al Hilal,2023-02-24,15:00,Prince Abdullah Al Faisal Stadium,B84,N,3,3,Zone C,898,Student
T020521,Al Raed vs Abha,2024-04-04,18:41,Al Hilal Stadium,B92,G,92,10,Blue,160,VIP
T020522,Al Wehda vs Damac,2023-07-14,19:54,Al Hilal Stadium,B6,Y,11,8,Zone A,413,Regular
T020523,Al Ahli vs Al Hilal,2023-10-27,15:20,Jeddah Stadium,B37,D,8,4,Zone A,797,Student
T020524,Al Shabab vs Al Fateh,2025-09-07,15:04,Prince Abdullah Al Faisal Stadium,B12,R,59,6,Zone C,819,Family
T020525,Al Taawon vs Al Ettifaq,2023-05-19,16:45,Prince Abdullah Al Faisal Stadium,B52,F,35,5,Zone C,411,Family
T020526,Al Wehda vs Damac,2025-03-12,21:48,Prince Abdullah Al Faisal Stadium,B76,A,43,4,Zone C,202,Family
T020527,Al Ahli vs Al Hilal,2024-01-25,19:58,Jeddah Stadium,B38,N,28,9,Zone D,981,VIP
T020528,Al Raed vs Abha,2023-05-29,15:45,Prince Abdullah Al Faisal Stadium,B62,K,90,6,Green,534,Family
T020529,Al Shabab vs Al Fateh,2023-03-07,16:33,Jeddah Stadium,B53,U,56,1,Zone E,608,VIP
T020530,Al Taawon vs Al Ettifaq,2025-11-03,16:54,Al Nassr Club Stadium,B83,E,97,4,Zone D,300,Family
T020531,Al Ahli vs Al Hilal,2024-12-15,21:52,King Fahd Stadium,B96,Q,55,5,Zone C,495,Family
T020532,Al Raed vs Abha,2025-01-25,18:27,Prince Abdullah Al Faisal Stadium,B99,X,17,3,Zone A,753,VIP
T020533,Al Raed vs Abha,2025-01-26,16:11,Jeddah Stadium,B38,M,86,8,Zone B,240,Regular
T020534,Al Ahli vs Al Hilal,2025-07-26,22:30,Al Hilal Stadium,B16,L,78,2,Zone D,605,VIP
T020535,Al Raed vs Abha,2025-06-28,21:32,Al Hilal Stadium,B46,I,98,6,Zone D,588,Regular
T020536,Al Shabab vs Al Fateh,2024-01-18,15:55,Jeddah Stadium,B71,K,84,4,Pink,787,Student
T020537,Al Taawon vs Al Ettifaq,2023-02-08,18:28,Al Hilal Stadium,B34,Y,6,7,Green,909,Family
T020538,Al Ahli vs Al Hilal,2023-11-17,16:03,King Fahd Stadium,B29,B,61,9,Zone D,503,Family
T020539,Al Ahli vs Al Hilal,2025-01-05,22:54,Prince Abdullah Al Faisal Stadium,B1,M,54,3,Blue,870,VIP
T020540,Al Ahli vs Al Hilal,2024-08-16,22:26,Prince Abdullah Al Faisal Stadium,B2,X,67,2,Zone E,665,Family
T020541,Al Taawon vs Al Ettifaq,2023-05-19,15:56,King Fahd Stadium,B76,P,72,4,Zone E,715,VIP
T020542,Al Ahli vs Al Hilal,2023-11-06,16:11,Jeddah Stadium,B46,F,8,2,Zone B,503,Family
T020543,Al Raed vs Abha,2023-05-13,22:33,Al Nassr Club Stadium,B83,F,56,4,Blue,433,VIP
T020544,Al Wehda vs Damac,2023-04-13,21:47,King Fahd Stadium,B73,Y,9,1,Zone A,827,Student
T020545,Al Raed vs Abha,2023-10-27,21:32,King Fahd Stadium,B34,E,96,10,Zone D,333,Student
T020546,Al Raed vs Abha,2023-07-04,19:03,King Fahd Stadium,B77,H,2,2,Green,692,Regular
T020547,Al Ahli vs Al Hilal,2023-02-06,15:00,Jeddah Stadium,B23,P,8,7,Green,772,Student
T020548,Al Raed vs Abha,2025-04-27,21:12,Al Nassr Club Stadium,B56,G,86,7,Pink,177,Student
T020549,Al Shabab vs Al Fateh,2024-12-04,16:52,Jeddah Stadium,B8,D,65,3,Blue,473,Student
T020550,Al Raed vs Abha,2024-09-25,22:21,Al Hilal Stadium,B30,N,2,2,Pink,463,Regular
T020551,Al Shabab vs Al Fateh,2025-12-01,21:56,Jeddah Stadium,B16,V,77,6,Green,843,VIP
T020552,Al Wehda vs Damac,2024-01-27,18:31,Al Hilal Stadium,B67,O,96,4,Green,444,Regular
T020553,Al Raed vs Abha,2024-09-08,20:18,Al Hilal Stadium,B95,G,54,1,Zone D,145,Family
T020554,Al Raed vs Abha,2023-10-12,18:47,Al Hilal Stadium,B36,I,61,1,Zone C,746,Family
T020555,Al Raed vs Abha,2023-05-31,18:36,Al Nassr Club Stadium,B22,B,78,5,Zone C,131,Regular
T020556,Al Nassr vs Al Ittihad,2024-04-28,21:13,Prince Abdullah Al Faisal Stadium,B79,X,10,2,Zone E,686,Regular
T020557,Al Shabab vs Al Fateh,2025-04-10,20:44,King Fahd Stadium,B8,Y,72,5,Green,197,Family
T020558,Al Taawon vs Al Ettifaq,2024-03-17,17:35,Prince Abdullah Al Faisal Stadium,B37,F,52,7,Blue,442,VIP
T020559,Al Wehda vs Damac,2023-11-19,16:09,Prince Abdullah Al Faisal Stadium,B61,W,92,5,Pink,135,Regular
T020560,Al Taawon vs Al Ettifaq,2025-12-22,15:03,King Fahd Stadium,B28,G,80,3,Pink,643,Student
T020561,Al Taawon vs Al Ettifaq,2024-02-19,22:59,Jeddah Stadium,B86,L,82,6,Zone A,60,Student
T020562,Al Shabab vs Al Fateh,2023-08-29,17:58,Prince Abdullah Al Faisal Stadium,B79,G,67,1,Zone D,506,Student
T020563,Al Raed vs Abha,2025-02-21,17:37,Prince Abdullah Al Faisal Stadium,B96,Q,97,3,Zone C,956,VIP
T020564,Al Ahli vs Al Hilal,2023-09-25,21:16,King Fahd Stadium,B57,R,64,2,Zone D,292,Student
T020565,Al Shabab vs Al Fateh,2023-04-16,21:28,Al Hilal Stadium,B20,U,4,2,Zone B,950,Family
T020566,Al Nassr vs Al Ittihad,2024-08-15,16:58,Prince Abdullah Al Faisal Stadium,B48,J,41,2,Zone A,539,Student
T020567,Al Wehda vs Damac,2025-04-06,21:14,King Fahd Stadium,B41,L,15,4,Blue,221,Regular
T020568,Al Nassr vs Al Ittihad,2023-10-02,19:05,Prince Abdullah Al Faisal Stadium,B7,V,41,7,Blue,431,Student
T020569,Al Taawon vs Al Ettifaq,2025-01-01,20:37,Prince Abdullah Al Faisal Stadium,B25,K,27,1,Blue,719,Regular
T020570,Al Shabab vs Al Fateh,2023-12-31,18:17,Jeddah Stadium,B93,J,60,2,Zone D,769,Family
T020571,Al Taawon vs Al Ettifaq,2025-06-02,17:11,Prince Abdullah Al Faisal Stadium,B12,U,12,8,Blue,950,Student
T020572,Al Wehda vs Damac,2024-09-03,18:04,Al Nassr Club Stadium,B3,B,52,3,Zone E,630,VIP
T020573,Al Taawon vs Al Ettifaq,2023-11-01,19:42,Jeddah Stadium,B68,V,93,4,Pink,250,Family
T020574,Al Wehda vs Damac,2025-07-26,21:09,Al Hilal Stadium,B54,A,26,9,Zone D,504,Regular
T020575,Al Shabab vs Al Fateh,2024-08-29,20:16,Al Nassr Club Stadium,B31,Z,30,4,Blue,254,VIP
T020576,Al Taawon vs Al Ettifaq,2025-11-17,17:25,King Fahd Stadium,B87,V,77,1,Blue,348,Regular
T020577,Al Shabab vs Al Fateh,2024-01-16,21:34,Al Nassr Club Stadium,B79,G,9,4,Zone B,459,Regular
T020578,Al Taawon vs Al Ettifaq,2023-03-25,18:30,Al Hilal Stadium,B38,E,93,7,Zone C,625,Family
T020579,Al Taawon vs Al Ettifaq,2025-07-07,21:00,Al Nassr Club Stadium,B84,A,22,9,Zone B,744,Regular
T020580,Al Ahli vs Al Hilal,2023-09-05,18:45,Al Hilal Stadium,B73,P,60,2,Zone C,730,Regular
T020581,Al Ahli vs Al Hilal,2023-02-14,19:52,Al Hilal Stadium,B79,R,43,5,Pink,461,Student
T020582,Al Taawon vs Al Ettifaq,2025-04-15,17:29,King Fahd Stadium,B61,X,78,1,Zone E,455,Regular
T020583,Al Shabab vs Al Fateh,2023-04-13,20:20,Al Nassr Club Stadium,B28,E,15,1,Zone E,240,Student
T020584,Al Ahli vs Al Hilal,2024-02-03,22:02,Jeddah Stadium,B23,U,41,5,Green,500,Family
T020585,Al Wehda vs Damac,2024-04-27,17:36,King Fahd Stadium,B84,L,83,6,Zone D,165,Regular
T020586,Al Raed vs Abha,2025-10-08,22:51,King Fahd Stadium,B56,E,65,6,Blue,420,Regular
T020587,Al Ahli vs Al Hilal,2024-01-08,22:18,Al Hilal Stadium,B2,R,15,7,Zone C,379,Student
T020588,Al Taawon vs Al Ettifaq,2023-11-05,21:46,Al Nassr Club Stadium,B74,E,6,6,Blue,913,Regular
T020589,Al Wehda vs Damac,2023-09-12,15:56,Al Nassr Club Stadium,B13,K,7,2,Zone D,145,VIP
T020590,Al Taawon vs Al Ettifaq,2024-09-15,20:40,King Fahd Stadium,B25,W,83,1,Zone E,84,Regular
T020591,Al Taawon vs Al Ettifaq,2024-01-04,20:49,Al Hilal Stadium,B45,A,23,2,Green,136,Regular
T020592,Al Raed vs Abha,2024-01-20,19:38,Prince Abdullah Al Faisal Stadium,B42,N,39,9,Pink,694,Regular
T020593,Al Nassr vs Al Ittihad,2024-07-14,18:52,Prince Abdullah Al Faisal Stadium,B77,S,51,6,Zone D,981,Regular
T020594,Al Ahli vs Al Hilal,2023-08-06,16:39,Al Hilal Stadium,B52,U,32,1,Zone C,618,VIP
T020595,Al Nassr vs Al Ittihad,2023-12-02,19:28,Prince Abdullah Al Faisal Stadium,B94,N,38,7,Zone A,600,Regular
T020596,Al Nassr vs Al Ittihad,2025-07-08,15:37,Prince Abdullah Al Faisal Stadium,B26,A,8,2,Blue,245,Student
T020597,Al Wehda vs Damac,2024-07-20,15:10,Al Hilal Stadium,B9,E,94,2,Green,221,Family
T020598,Al Ahli vs Al Hilal,2024-12-29,17:51,Al Nassr Club Stadium,B90,K,35,5,Zone B,462,Family
T020599,Al Shabab vs Al Fateh,2025-07-22,19:21,Al Hilal Stadium,B15,E,33,4,Zone A,954,VIP
T020600,Al Nassr vs Al Ittihad,2025-06-25,20:30,Al Hilal Stadium,B9,H,13,7,Pink,256,Student
T020601,Al Ahli vs Al Hilal,2025-10-20,20:16,Jeddah Stadium,B86,A,1,3,Zone C,272,Student
T020602,Al Wehda vs Damac,2024-12-24,15:43,Al Hilal Stadium,B16,S,20,3,Zone D,465,Student
T020603,Al Taawon vs Al Ettifaq,2023-03-17,18:19,Al Hilal Stadium,B54,Z,53,9,Pink,894,Family
T020604,Al Taawon vs Al Ettifaq,2025-05-11,17:10,Jeddah Stadium,B15,R,27,3,Green,615,VIP
T020605,Al Shabab vs Al Fateh,2025-04-26,22:40,Al Nassr Club Stadium,B45,B,1,8,Green,873,Family
T020606,Al Taawon vs Al Ettifaq,2025-03-11,21:09,Al Hilal Stadium,B80,Z,100,9,Zone B,431,VIP
T020607,Al Raed vs Abha,2025-03-20,16:11,Prince Abdullah Al Faisal Stadium,B68,W,34,9,Zone C,134,VIP
T020608,Al Taawon vs Al Ettifaq,2023-11-04,20:51,Al Nassr Club Stadium,B33,P,20,10,Zone C,724,Regular
T020609,Al Taawon vs Al Ettifaq,2023-05-11,22:53,Al Hilal Stadium,B46,X,24,3,Green,362,Family
T020610,Al Wehda vs Damac,2023-04-05,15:02,King Fahd Stadium,B97,D,71,1,Zone B,822,Student
T020611,Al Shabab vs Al Fateh,2025-02-04,17:32,Al Hilal Stadium,B28,R,33,2,Pink,588,Regular
T020612,Al Shabab vs Al Fateh,2025-03-21,15:47,Jeddah Stadium,B43,E,64,8,Zone D,285,Student
T020613,Al Wehda vs Damac,2025-08-07,19:05,Al Hilal Stadium,B63,F,29,2,Zone E,186,Student
T020614,Al Shabab vs Al Fateh,2023-08-15,16:46,Al Hilal Stadium,B66,R,21,7,Zone E,766,Student
T020615,Al Raed vs Abha,2025-02-20,22:04,Prince Abdullah Al Faisal Stadium,B93,Y,40,3,Blue,800,VIP
T020616,Al Shabab vs Al Fateh,2024-01-20,18:50,Prince Abdullah Al Faisal Stadium,B96,N,79,5,Zone A,128,Regular
T020617,Al Taawon vs Al Ettifaq,2025-04-23,19:10,Jeddah Stadium,B36,S,57,10,Zone D,167,Student
T020618,Al Shabab vs Al Fateh,2023-01-21,20:08,Al Hilal Stadium,B36,L,18,1,Pink,278,Family
T020619,Al Taawon vs Al Ettifaq,2023-06-19,17:25,Jeddah Stadium,B77,F,16,6,Zone A,915,Regular
T020620,Al Shabab vs Al Fateh,2024-01-12,17:32,Prince Abdullah Al Faisal Stadium,B45,M,92,2,Zone C,883,Student
T020621,Al Shabab vs Al Fateh,2023-09-24,19:54,King Fahd Stadium,B80,M,32,6,Pink,572,Family
T020622,Al Ahli vs Al Hilal,2024-03-03,16:01,Al Hilal Stadium,B99,V,58,1,Blue,561,Regular
T020623,Al Shabab vs Al Fateh,2023-12-06,22:21,Al Nassr Club Stadium,B95,S,95,9,Zone A,528,Regular
T020624,Al Nassr vs Al Ittihad,2024-11-30,15:29,Al Hilal Stadium,B64,B,80,10,Zone C,919,Family
T020625,Al Raed vs Abha,2025-02-16,15:03,Jeddah Stadium,B15,B,6,5,Blue,628,Regular
T020626,Al Wehda vs Damac,2025-03-09,17:37,Al Hilal Stadium,B33,J,60,1,Zone A,576,Student
T020627,Al Taawon vs Al Ettifaq,2025-12-01,20:27,King Fahd Stadium,B61,Y,81,3,Zone C,77,VIP
T020628,Al Raed vs Abha,2023-08-12,22:56,Al Nassr Club Stadium,B91,C,78,4,Zone A,334,Regular
T020629,Al Raed vs Abha,2023-10-21,21:01,Prince Abdullah Al Faisal Stadium,B4,E,38,2,Zone A,75,VIP
T020630,Al Shabab vs Al Fateh,2023-03-13,22:30,Al Hilal Stadium,B78,B,95,2,Zone D,492,VIP
T020631,Al Raed vs Abha,2025-04-11,16:51,Al Nassr Club Stadium,B8,V,31,9,Zone D,692,Regular
T020632,Al Raed vs Abha,2024-02-21,20:41,Al Nassr Club Stadium,B25,P,37,7,Green,730,Family
T020633,Al Nassr vs Al Ittihad,2025-10-16,15:55,King Fahd Stadium,B94,C,74,5,Zone A,979,Student
T020634,Al Shabab vs Al Fateh,2023-04-16,17:30,Prince Abdullah Al Faisal Stadium,B71,B,15,7,Green,98,Student
T020635,Al Raed vs Abha,2025-03-17,18:22,King Fahd Stadium,B87,K,36,9,Blue,426,Regular
T020636,Al Taawon vs Al Ettifaq,2023-12-24,22:27,Al Nassr Club Stadium,B8,M,24,1,Zone D,407,VIP
T020637,Al Wehda vs Damac,2023-05-22,21:37,Prince Abdullah Al Faisal Stadium,B92,X,6,6,Green,519,Regular
T020638,Al Wehda vs Damac,2023-07-23,19:42,King Fahd Stadium,B59,G,14,4,Green,58,Family
T020639,Al Ahli vs Al Hilal,2023-01-15,21:27,Al Nassr Club Stadium,B46,M,52,8,Green,918,Family
T020640,Al Shabab vs Al Fateh,2023-03-04,17:42,Al Nassr Club Stadium,B88,S,49,6,Zone A,165,VIP
T020641,Al Shabab vs Al Fateh,2025-02-10,19:25,Prince Abdullah Al Faisal Stadium,B15,Y,9,7,Zone B,405,Student
T020642,Al Ahli vs Al Hilal,2023-04-13,15:24,Al Hilal Stadium,B6,V,72,1,Zone E,846,Family
T020643,Al Wehda vs Damac,2023-08-17,15:23,Al Nassr Club Stadium,B23,M,58,7,Zone C,584,Regular
T020644,Al Ahli vs Al Hilal,2025-12-04,19:16,Al Hilal Stadium,B23,R,40,10,Zone A,631,VIP
T020645,Al Raed vs Abha,2023-03-30,19:47,Jeddah Stadium,B66,F,20,8,Pink,772,Regular
T020646,Al Ahli vs Al Hilal,2024-04-10,17:18,King Fahd Stadium,B15,B,13,7,Green,806,Family
T020647,Al Shabab vs Al Fateh,2023-10-16,18:05,Jeddah Stadium,B94,Y,85,2,Zone D,812,Regular
T020648,Al Shabab vs Al Fateh,2024-10-16,16:34,Al Nassr Club Stadium,B5,V,35,2,Blue,660,VIP
T020649,Al Shabab vs Al Fateh,2023-05-15,16:42,Al Nassr Club Stadium,B32,C,34,1,Zone B,162,VIP
T020650,Al Nassr vs Al Ittihad,2024-02-26,15:35,Al Nassr Club Stadium,B42,Z,77,4,Green,548,VIP
T020651,Al Ahli vs Al Hilal,2025-11-05,18:03,Prince Abdullah Al Faisal Stadium,B98,Z,36,9,Zone D,603,VIP
T020652,Al Ahli vs Al Hilal,2025-03-01,18:48,Prince Abdullah Al Faisal Stadium,B24,B,26,7,Zone C,88,Regular
T020653,Al Shabab vs Al Fateh,2025-06-26,21:15,Jeddah Stadium,B61,E,33,3,Zone A,314,Student
T020654,Al Shabab vs Al Fateh,2023-07-30,18:58,Al Hilal Stadium,B34,K,86,7,Blue,257,Regular
T020655,Al Wehda vs Damac,2023-03-23,21:01,Jeddah Stadium,B81,U,23,7,Blue,92,Regular
T020656,Al Raed vs Abha,2025-12-10,22:58,Al Hilal Stadium,B32,N,91,1,Zone D,916,Regular
T020657,Al Nassr vs Al Ittihad,2025-11-04,19:02,Prince Abdullah Al Faisal Stadium,B8,P,68,6,Pink,489,Student
T020658,Al Ahli vs Al Hilal,2023-09-23,20:06,King Fahd Stadium,B82,A,44,3,Zone E,882,Student
T020659,Al Raed vs Abha,2025-10-01,22:16,Prince Abdullah Al Faisal Stadium,B65,K,79,2,Pink,205,Regular
T020660,Al Shabab vs Al Fateh,2023-03-28,15:02,Al Hilal Stadium,B96,D,36,6,Zone C,718,Student
T020661,Al Ahli vs Al Hilal,2023-08-21,19:15,Al Nassr Club Stadium,B87,X,91,10,Blue,678,Family
T020662,Al Taawon vs Al Ettifaq,2024-08-22,22:52,Al Hilal Stadium,B16,J,44,6,Blue,102,Family
